word,count
circuit,7310
voltag,7304
signal,7299
output,7294
power,7289
switch,7284
input,7279
control,7274
current,7269
suppli,7264
transistor,7259
connect,7254
electr,7249
second,7244
termin,7239
coupl,7234
amplifi,7229
generat,7224
capacitor,7219
drive,7214
sourc,7209
oper,7204
convert,7199
gate,7194
devic,7189
line,7184
resistor,7179
charg,7174
frequenc,7169
configur,7164
level,7159
modul,7154
clock,7149
refer,7144
state,7139
fourth,7134
ground,7129
receiv,7124
mode,7119
invert,7114
seri,7109
node,7104
phase,7099
element,7095
puls,7090
memori,7085
sens,7080
turn,7075
respons,7070
detect,7065
batteri,7060
driver,7055
plural,7050
provid,7046
integr,7041
logic,7036
load,7031
high,7026
unit,7021
digit,7016
includ,7012
diod,7007
valu,7002
accord,6997
capacit,6992
feedback,6987
compar,6983
drain,6978
said,6973
analog,6968
appli,6963
time,6959
period,6954
oscil,6949
potenti,6944
electrod,6939
electron,6935
delay,6930
cell,6925
stage,6920
parallel,6915
respect,6911
resist,6906
select,6901
circuitri,6896
differenti,6892
regul,6887
imped,6882
bias,6877
motor,6873
threshold,6868
inductor,6863
sensor,6858
adjust,6854
common,6849
extern,6844
rectifi,6840
fifth,6835
filter,6830
activ,6825
differ,6821
energi,6816
semiconductor,6811
array,6807
negat,6802
conduct,6797
correspond,6793
predetermin,6788
discharg,6783
enabl,6779
path,6774
coil,6769
reset,6765
arrang,6760
board,6755
cycl,6751
equal,6746
variabl,6742
chang,6737
wind,6732
constant,6728
altern,6723
data,6718
detector,6714
shift,6709
convers,6705
reson,6700
loop,6695
compon,6691
gain,6686
transform,6682
sixth,6677
pair,6673
compens,6668
antenna,6663
induct,6659
magnet,6654
read,6650
wire,6645
chip,6641
field,6636
buffer,6632
secondari,6627
test,6622
write,6618
latch,6613
amplitud,6609
divid,6604
connector,6600
command,6595
monitor,6591
serial,6586
base,6582
primari,6577
synchron,6573
duti,6568
comparison,6564
nmos,6559
limit,6555
pass,6550
higher,6546
driven,6541
increas,6537
magnitud,6533
boost,6528
adapt,6524
conductor,6519
multiplex,6515
pmos,6510
transmiss,6506
word,6501
disconnect,6497
function,6492
method,6488
measur,6484
programm,6479
intern,6475
disabl,6470
zero,6466
regist,6462
wave,6457
type,6453
storag,6448
vari,6444
bridg,6440
port,6435
transfer,6431
flow,6426
main,6422
mean,6418
effect,6413
vehicl,6409
lower,6405
waveform,6400
polar,6396
greater,6392
actuat,6387
block,6383
interfac,6379
protect,6374
singl,6370
seventh,6366
nois,6361
error,6357
start,6353
transmit,6348
counter,6344
cathod,6340
depend,6335
mosfet,6331
column,6327
produc,6322
pull,6318
speed,6314
direct,6310
set,6305
flop,6301
auxiliari,6297
reduc,6293
anod,6288
flip,6284
transmitt,6280
trigger,6275
decreas,6271
exceed,6267
proport,6263
maintain,6258
amplif,6254
cabl,6250
band,6246
short,6242
transit,6237
width,6233
normal,6229
audio,6225
electromagnet,6220
emitt,6216
substanti,6212
panel,6208
multi,6204
scan,6199
rise,6195
sampl,6191
revers,6187
bipolar,6183
eighth,6179
store,6174
mechan,6170
selector,6166
half,6162
channel,6158
interrupt,6154
mirror,6149
shifter,6145
stop,6141
drop,6137
collector,6133
recit,6129
hous,6125
characterist,6120
indic,6116
temperatur,6112
volatil,6108
fault,6104
dispos,6100
combin,6096
recharg,6092
gear,6087
torqu,6083
branch,6079
determin,6075
reach,6071
result,6067
offset,6063
mount,6059
initi,6055
junction,6051
close,6047
tune,6043
fall,6038
deactiv,6034
count,6030
float,6026
end,6022
interconnect,6018
precharg,6014
maximum,6010
cancel,6006
bit,6002
isol,5998
fix,5994
volt,5990
invers,5986
pump,5982
nand,5978
multipl,5974
lead,5970
caus,5966
linear,5962
durat,5958
microprocessor,5954
independ,5950
charger,5946
pole,5942
peak,5938
mixer,5934
shunt,5930
processor,5926
microcontrol,5922
ratio,5918
intermedi,5914
consumpt,5910
condit,5906
sequenti,5902
lamp,5898
posit,5894
hold,5890
multipli,5886
relay,5883
variat,5879
radio,5875
desir,5871
touch,5867
number,5863
use,5859
bypass,5855
core,5851
nonvolatil,5847
flash,5843
attenu,5839
decod,5836
transduc,5832
buck,5828
feed,5824
decoupl,5820
leakag,5816
coupler,5812
capabl,5808
match,5804
rang,5801
calibr,5797
accumul,5793
approxim,5789
demodul,5785
string,5781
display,5777
switchabl,5774
energ,5770
ramp,5766
thereto,5762
simultan,5758
eras,5754
fuse,5750
portabl,5747
pin,5743
clutch,5739
ninth,5735
zener,5731
pixel,5728
brake,5724
dynam,5720
standbi,5716
address,5712
minimum,5709
integ,5705
lock,5701
harmon,5697
parasit,5693
bank,5690
assert,5686
occur,5682
deliv,5678
rotor,5674
case,5671
microphon,5667
opposit,5663
induc,5659
status,5656
interv,5652
cmos,5648
factor,5644
row,5641
baseband,5637
timer,5633
preset,5629
self,5626
cascad,5622
complementari,5618
excit,5615
speaker,5611
dual,5607
transceiv,5603
pack,5600
master,5596
share,5592
rate,5589
sink,5585
quadratur,5581
grid,5578
sound,5574
